licencenumber,licencecode,licencetype,licenseeorg,liccount,lictotal,licensees,tradingnames,address,suburb,state,postcode,dateexpiry,dateissued
14005758,OFF,Liquor - Off,Individual,1,1,Leslie David Joel HENSHAW,Chroma Wines,1/35 Oakden Street,GREENWAY,ACT,2900,2023-11-30T00:00:00.000,2022-06-03T00:00:00.000
14002660,OFF,Liquor - Off,Company,1,1,JIM MURPHY MARKET CELLARS PTY LTD,Jim Murphy Market Cellars Pty Ltd,19 Mildura Street,FYSHWICK,ACT,2609,2023-02-28T00:00:00.000,1980-12-04T00:00:00.000
14005740,OFF,Liquor - Off,Individual,1,1,Chester Tuck MOK,Wine Chest,110B McMichael Terrace,DENMAN PROSPECT,ACT,2611,2023-02-28T00:00:00.000,2021-01-19T00:00:00.000
14002097,OFF,Liquor - Off,Company,1,1,CAVO PTY LTD,Supabarn Express Kaleen,8 Gwydir Square,KALEEN,ACT,2617,2023-02-28T00:00:00.000,1977-10-27T00:00:00.000
14003217,OFF,Liquor - Off,Company,1,1,IBAMAC PTY LTD,Supabarn Express Red Hill,12 Duyfken Place,RED HILL,ACT,2603,2023-02-28T00:00:00.000,2017-07-14T00:00:00.000
14005747,OFF,Liquor - Off,Company,1,1,FRENCH FLAIR PTY LTD,French Flair,Shop 12 The M Centre 17 to 19 Flinders Way,GRIFFITH,ACT,2603,2023-02-28T00:00:00.000,2021-10-25T00:00:00.000
14005528,OFF,Liquor - Off,Company,1,1,WILCORP 1 (ACT) PTY LTD,Hawker Drive In Bottle Shop,Corner Belconnen Way & Springvale Drive,HAWKER,ACT,2614,2023-02-28T00:00:00.000,
14004640,OFF,Liquor - Off,Company,1,1,PALMERSTON SUPERMARKET PTY LTD,Palmerston Supermarket Pty Ltd,"Shop 1, Palmerston Local Shopping Centre Cnr Kosciuszko Avenue & Tiptree Crescent",PALMERSTON,ACT,2913,2023-02-28T00:00:00.000,
14005706,OFF,Liquor - Off,Company,1,1,WODEN LIQUOR STOP PTY LTD,Woden Liquor Stop Pty Ltd,"Unit 4, 101 Hindmarsh Drive",PHILLIP,ACT,2606,2023-02-28T00:00:00.000,2018-10-17T00:00:00.000
14005649,OFF,Liquor - Off,Company,1,1,SUPA 24 CONVENIENCE PTY LTD,Supa 24 Convenience Pty Ltd,Bus Interchange 2 Mort Street,CANBERRA,ACT,2600,2023-11-30T00:00:00.000,
14005679,OFF,Liquor - Off,Company,1,1,HOPS AND VINE HALL PTY LTD,Hops and Vine Hall Pty Ltd,6A Victoria Street,HALL,ACT,2618,2023-05-31T00:00:00.000,2016-11-25T00:00:00.000
14005687,OFF,Liquor - Off,Company,1,1,NICK SPENCER WINES PTY LTD,Nick Spencer Wines Pty Ltd,"Unit 2177, Fyshwick Self Storage 64-68 Collie Street",FYSHWICK,ACT,2609,2023-02-28T00:00:00.000,2017-03-21T00:00:00.000
14004754,OFF,Liquor - Off,Company,1,1,CODE RED INVESTMENTS PTY LIMITED,Chifley Supermarket,Chifley Shopping Centre 20-22 Chifley Place,CHIFLEY,ACT,2606,2023-02-28T00:00:00.000,
14005595,OFF,Liquor - Off,Company,1,1,SIXES & NINES PTY LTD,Hume Mini Mart & Liquor,Unit 3 49 Sheppard Street,HUME,ACT,2620,2023-02-28T00:00:00.000,
14005699,OFF,Liquor - Off,Company,1,1,RICHGHAIE PTY LTD,Blackhearts & Sparrows Canberra,Unit C15 27 Lonsdale Street,BRADDON,ACT,2612,2023-02-28T00:00:00.000,2018-04-09T00:00:00.000
14005757,OFF,Liquor - Off,Company,1,1,ADISAR SAHIB PTY LTD,All In One Super Mart,"Shop 3, 53 Alinga Street",CITY,ACT,2601,2023-02-28T00:00:00.000,2022-03-29T00:00:00.000
14005705,OFF,Liquor - Off,Individual,1,1,Caleb Benjamin WEARNE,Caleb Wearne,"Unit IC4-5-B1, Storage King Belconnen 86 Nettlefold Street",BELCONNEN,ACT,2617,2023-02-28T00:00:00.000,2018-08-27T00:00:00.000
14001422,OFF,Liquor - Off,Company,1,1,KACH PTY LTD,Shop & Save Supermarket Spence & Evatt,193 Copland Drive,SPENCE,ACT,2615,2023-02-28T00:00:00.000,1975-11-14T00:00:00.000
14005724,OFF,Liquor - Off,Individual,1,1,Paul Maurice WILLIAMS,Pequod Wines,12 River Street,OAKS ESTATE,ACT,2620,2023-11-30T00:00:00.000,2019-11-01T00:00:00.000
14005631,OFF,Liquor - Off,Company,1,1,PELLE CAMPBELL IGA PTY LTD,Campbell IGA,Shop 5 10 Blamey Place,CAMPBELL,ACT,2612,2023-02-28T00:00:00.000,2013-03-26T00:00:00.000
14005756,OFF,Liquor - Off,Partnership,1,1,MANSOUR AND NASRIN ADIB SANAEE,Quality Selections Imp Aust,57A Nellie Hamilton Avenue,GUNGAHLIN,ACT,2912,2023-02-28T00:00:00.000,2022-04-13T00:00:00.000
14005351,OFF,Liquor - Off,Company,1,1,UV BHINDER PTY LTD,UV Bhinder Pty Ltd,1 Hackett Place,HACKETT,ACT,2602,2023-02-28T00:00:00.000,2022-09-01T00:00:00.000
14005729,OFF,Liquor - Off,Company,1,1,HEARD ST COFFEE WHOLESALERS PTY LTD,Ale Mary Brewing Company,26 Paragon Mall Lane,FYSHWICK,ACT,2609,2023-02-28T00:00:00.000,2020-02-21T00:00:00.000
14004682,OFF,Liquor - Off,Company,1,1,CHEN & SINGH PTY LTD,North Lyneham Mini Mart,"Shop 3, 3 Colville Street",LYNEHAM,ACT,2602,2023-02-28T00:00:00.000,
14005728,OFF,Liquor - Off,Company,1,1,BOOZE & BARRELS INVESTMENT PTY LTD,Booze & Barrels,2 Bunima Crescent,NGUNNAWAL,ACT,2913,2023-02-28T00:00:00.000,2020-01-24T00:00:00.000
14005755,OFF,Liquor - Off,Company,1,1,AMBROSIA DISTILLERY PTY LTD,Ambrosia Distillery Pty Ltd,"Suite 10b building 3.3, 1 Dairy Road",FYSHWICK,ACT,2609,2023-11-30T00:00:00.000,2022-03-04T00:00:00.000
14005665,OFF,Liquor - Off,Company,1,1,KY PROVISIONS PTY LTD,KY Provisions Pty Ltd,18/10 Coolac Place,BRADDON,ACT,2612,2023-02-28T00:00:00.000,2016-01-05T00:00:00.000
14005677,OFF,Liquor - Off,Company,1,1,WALL AND CO SOLUTIONS PTY LTD,Pizza Capers Gungahlin,25A Ernest Cavanagh Street,GUNGAHLIN,ACT,2912,2023-02-28T00:00:00.000,2016-09-16T00:00:00.000
14005566,OFF,Liquor - Off,Company,1,1,PRINTBIAS PTY LIMITED,Caffe Della Piazza,Basement Level 19 Garema Place,CANBERRA,ACT,2600,2023-11-30T00:00:00.000,2008-03-04T00:00:00.000
14003225,OFF,Liquor - Off,Company,1,1,BV SHEA PTY LIMITED,Gowrie Supermarket,Shop 1 1 Jeffries Street,GOWRIE,ACT,2904,2023-02-28T00:00:00.000,2011-03-01T00:00:00.000
14005717,OFF,Liquor - Off,Individual,1,1,John Richard INGS,Canberra Wine and Spirit Merchants,"Unit 6, 222 City Walk City Plaza",CANBERRA,ACT,2601,2023-02-28T00:00:00.000,2019-05-22T00:00:00.000
14005745,OFF,Liquor - Off,Company,1,1,POP CANBERRA PTY LTD,The Pop Movement,102/27 Lonsdale Street,BRADDON,ACT,2612,2023-02-28T00:00:00.000,2021-07-12T00:00:00.000
14003356,OFF,Liquor - Off,Company,1,1,MACINLY PTY LTD,Ainslie Cellars,7 Edgar Street,AINSLIE,ACT,2602,2023-02-28T00:00:00.000,2021-11-29T00:00:00.000
14005716,OFF,Liquor - Off,Company,1,1,FARRAH LIQUOR PTY LTD,Farrah's Liquor Collective,"Unit 1, Building A 8-20 townsville Street",FYSHWICK,ACT,2609,2023-11-30T00:00:00.000,2020-08-10T00:00:00.000
14005632,OFF,Liquor - Off,Company,1,1,5 STAR SUPERMARKET MITCHELL PTY LTD,5 Star Supermarket Mitchell,Shop 4 & 5 35 Brookes Street,MITCHELL,ACT,2911,2023-02-28T00:00:00.000,2017-08-22T00:00:00.000
14005603,OFF,Liquor - Off,Company,1,1,TIKCUFHA PTY LTD,The Spence Grocer,Shop 1 1 Glassey Place,SPENCE,ACT,2615,2023-02-28T00:00:00.000,
14005667,OFF,Liquor - Off,Company,1,1,THE WINE CROWD PTY LTD,The Wine Crowd,"Unit 2063, Fyshwick Self Storage 64-68 Collie Street",FYSHWICK,ACT,2609,2023-02-28T00:00:00.000,2016-04-26T00:00:00.000
14004746,OFF,Liquor - Off,Company,1,1,JERGROTLY PTY LTD,Spar Express Ngunnawal,Shop 1 Ngunnawal Local Centre Wanganeen Avenue,NGUNNAWAL,ACT,2913,2023-02-28T00:00:00.000,
14005686,OFF,Liquor - Off,Individual,1,1,Douglas John INWOOD,3 Sons Cider,51 Arabana Street,ARANDA,ACT,2614,2023-11-30T00:00:00.000,2017-02-28T00:00:00.000
14005271,OFF,Liquor - Off,Company,1,1,BARKER PROPERTY ENTERPRISES PTY LTD,IGA X-press Farrer,1 Farrer Place,FARRER,ACT,2607,2023-02-28T00:00:00.000,2014-12-18T00:00:00.000
14004367,OFF,Liquor - Off,Company,1,1,FULLER AND GIURITA PTY LTD,Patto's Grog Shop,"Shop 17, Calwell Shopping Centre 7 Webber Crescent",CALWELL,ACT,2905,2023-02-28T00:00:00.000,2021-07-02T00:00:00.000
14000876,OFF,Liquor - Off,Company,1,1,AMG HOLDINGS (AUSTRALIA) PTY LTD,Swinger Hill Supermarket and Cellars,Shop 11 Swinger Hill Shopping Centre 84 Ainsworth Street,MAWSON,ACT,2607,2023-02-28T00:00:00.000,
14005672,OFF,Liquor - Off,Company,1,1,MADA WINES PTY LTD,Mada Wines,"Unit 1167, Fyshwick Self Storage 64-68 Collie Street",FYSHWICK,ACT,2609,2023-11-30T00:00:00.000,2016-06-15T00:00:00.000
14000462,OFF,Liquor - Off,Company,1,1,TIENCA PTY LTD,Tienca Pty Ltd,Shop 1 Garran Place,GARRAN,ACT,2605,2023-02-28T00:00:00.000,
14005212,OFF,Liquor - Off,Company,1,1,SHAKER (ACT) RETAILERS PTY LTD,Spar Rivett,20 Rivett Place,RIVETT,ACT,2611,2023-02-28T00:00:00.000,2022-04-13T00:00:00.000
14002548,OFF,Liquor - Off,Company,1,1,DTR ELLISTON PTY LTD,Candamber Liquor,Shop 10 17 Brierly Street,WESTON,ACT,2611,2023-02-28T00:00:00.000,2019-07-01T00:00:00.000
14005521,OFF,Liquor - Off,Company,1,1,TUTTO DELICATESSEN PTY LTD,"Tutto Continental, Tutto Delicatessen","Unit 1 & 2, 142-152 Mawson Place",MAWSON,ACT,2607,2023-02-28T00:00:00.000,2018-08-17T00:00:00.000
14005526,OFF,Liquor - Off,Individual,1,1,Kim Louise POULSEN,Corner Connections Latham,19/15 Wanliss Street,LATHAM,ACT,2615,2023-02-28T00:00:00.000,
14005530,OFF,Liquor - Off,Company,1,1,LIQUORLAND (AUSTRALIA) PTY LTD,Liquorland (Gungahlin),"Cnr, Hibberson Street & Gungahlin Place",GUNGAHLIN,ACT,2912,2023-11-30T00:00:00.000,
14005540,OFF,Liquor - Off,Company,1,1,LIQUORLAND (AUSTRALIA) PTY LTD,Liquorland Canberra City,"Shop EG24, Canberra Centre Corner Bunda Street & Petrie Street",CANBERRA,ACT,2601,2023-11-30T00:00:00.000,
14004623,OFF,Liquor - Off,Company,1,1,KRISHNA SWAROOP PTY LTD,Theodore Shops,116 Lawrence Wackett Crescent,THEODORE,ACT,2905,2023-02-28T00:00:00.000,2019-08-16T00:00:00.000
14005579,OFF,Liquor - Off,Individual,1,1,Dejan  ANDREVSKI,Bruce Super Convenience,Unit 121 10 Thynne Street,BRUCE,ACT,2617,2023-02-28T00:00:00.000,
14005709,OFF,Liquor - Off,Company,1,1,LIQUORLAND (AUSTRALIA) PTY LTD,Liquorland - Chisholm,"T12, 42 Halley Street",CHISHOLM,ACT,2905,2023-11-30T00:00:00.000,
14003719,OFF,Liquor - Off,Company,1,1,LIQUORLAND (AUSTRALIA) PTY LTD,Liquorland (Tuggeranong),"Upper Level, South Point Tuggeranong Corner Anketell Street & Reed Street",TUGGERANONG,ACT,2900,2023-11-30T00:00:00.000,1987-11-09T00:00:00.000
14005684,OFF,Liquor - Off,Company,1,1,LIQUORLAND (AUSTRALIA) PTY LTD,Liquorland,Shop 4 11 Pioneer Street,AMAROO,ACT,2914,2023-11-30T00:00:00.000,2017-02-01T00:00:00.000
14005646,OFF,Liquor - Off,Company,1,1,LIQUORLAND (AUSTRALIA) PTY LTD,Liquorland Woden,96A Westfield Woden 8 Keltie Street,WODEN,ACT,2606,2023-11-30T00:00:00.000,2014-06-23T00:00:00.000
14005577,OFF,Liquor - Off,Company,1,1,LIQUORLAND (AUSTRALIA) PTY LTD,Liquorland Jamison,"Shop D04, Jamison Shopping Centre 26 Bowman Street",MACQUARIE,ACT,2614,2023-11-30T00:00:00.000,2008-10-21T00:00:00.000
14004287,OFF,Liquor - Off,Company,1,1,LIQUORLAND (AUSTRALIA) PTY LTD,Liquorland Kaleen,Shop 13 Kaleen Plaza 97 Georgina Crescent,KALEEN,ACT,2617,2023-11-30T00:00:00.000,
14005615,OFF,Liquor - Off,Company,1,1,LIQUORLAND (AUSTRALIA) PTY LTD,First Choice Liquor Market,46-50 Hibberson Street,GUNGAHLIN,ACT,2912,2023-11-30T00:00:00.000,2011-12-16T00:00:00.000
14005726,OFF,Liquor - Off,Company,1,1,SHOPLANDS PTY LTD,Shoplands,"Shoplands, Shop 1 6 Farr Place",ISAACS,ACT,2607,2023-02-28T00:00:00.000,2019-11-14T00:00:00.000
14005508,OFF,Liquor - Off,Company,1,1,TANMEL PTY LTD,Canberra Cellars,Unit 4 & 5 21 Lonsdale Street,BRADDON,ACT,2612,2023-02-28T00:00:00.000,2015-03-25T00:00:00.000
14005727,OFF,Liquor - Off,Company,1,1,YESMART PTY LTD,YESMART,143/2 Hinder Street,GUNGAHLIN,ACT,2912,2023-02-28T00:00:00.000,
14005584,OFF,Liquor - Off,Company,1,1,LIQUORLAND (AUSTRALIA) PTY LTD,First Choice Liquor Market,15 Market Street,BELCONNEN,ACT,2617,2023-11-30T00:00:00.000,
14005116,OFF,Liquor - Off,Company,1,1,LIQUORLAND (AUSTRALIA) PTY LTD,Liquorland (Manuka),Tenancy 34  Manuka Plaza Franklin Street,MANUKA,ACT,2603,2023-11-30T00:00:00.000,2000-06-07T00:00:00.000
14005639,OFF,Liquor - Off,Company,1,1,DRAKEFORD HOLDINGS (ACT) PTY LTD,Drakeford Supermarket & Liquor,10-13/9 Jenke Circuit,KAMBAH,ACT,2902,2023-02-28T00:00:00.000,2022-11-23T00:00:00.000
14004922,OFF,Liquor - Off,Company,1,1,TANMEL PTY LTD,Canberra Cellars,Unit 1 Corner Josephson Street & Luxton Street,BELCONNEN,ACT,2617,2023-02-28T00:00:00.000,2015-03-25T00:00:00.000
14005558,OFF,Liquor - Off,Company,1,1,LIQUORLAND (AUSTRALIA) PTY LTD,First Choice Liquor Market,48 Mort Street,BRADDON,ACT,2612,2023-11-30T00:00:00.000,2007-10-25T00:00:00.000
14005335,OFF,Liquor - Off,Company,1,1,MARIANTHY PTY LIMITED,Watson Supa Express,"Shop 4 & 5 Watson Shopping Centre, Watson Place",WATSON,ACT,2602,2023-02-28T00:00:00.000,2002-12-10T00:00:00.000
14000382,OFF,Liquor - Off,Company,1,1,LIQUORLAND (AUSTRALIA) PTY LTD,Liquorland Vintage Cellars,25 Bougainville Street,MANUKA,ACT,2603,2023-11-30T00:00:00.000,1975-11-01T00:00:00.000
14002310,OFF,Liquor - Off,Company,1,1,LIQUORLAND (AUSTRALIA) PTY LTD,Liquorland Wanniassa,12 Sangster Place,WANNIASSA,ACT,2903,2023-11-30T00:00:00.000,2003-07-18T00:00:00.000
14005614,OFF,Liquor - Off,Company,1,1,TANMEL PTY LTD,Canberra Cellars,Unit 2 29 O'Hanlon Place,NICHOLLS,ACT,2913,2023-02-28T00:00:00.000,2015-03-25T00:00:00.000
14005633,OFF,Liquor - Off,Company,1,1,BADLA HOLDINGS PTY LTD,Gourmet By Design,Unit 1 28 Lyell Street,FYSHWICK,ACT,2609,2023-02-28T00:00:00.000,2013-07-23T00:00:00.000
14005676,OFF,Liquor - Off,Company,1,1,BARTON SUPERMARKET PTY LTD,Barton Grocer,48 Macquarie Street,BARTON,ACT,2600,2023-02-28T00:00:00.000,2016-08-02T00:00:00.000
14005594,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,Dan Murphy's Phillip,"Unit 8, Phillip Market Place 48 Botany Street",PHILLIP,ACT,2606,2023-11-30T00:00:00.000,2020-02-03T00:00:00.000
14004703,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,BWS - Beer Wine Spirits Dickson,38 Woolley Street,DICKSON,ACT,2602,2023-11-30T00:00:00.000,2020-02-03T00:00:00.000
14004375,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,BWS - Beer Wine Spirits Calwell,Calwell Shopping Centre 7 Webber Crescent,CALWELL,ACT,2905,2023-11-30T00:00:00.000,2020-02-03T00:00:00.000
14005691,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,Dan Murphy's Canberra Airport,"7-15 Mustang Avenue Majura Park, Canberra Airport",PIALLIGO,ACT,2609,2023-11-30T00:00:00.000,2020-02-03T00:00:00.000
14005701,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,BWS - Beer Wine Sprits Canberra City,"Mayfair Apartments, 40 Marcus Clarke Street",CANBERRA,ACT,2601,2023-11-30T00:00:00.000,2020-02-03T00:00:00.000
14003743,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,BWS - Beer Wine Spirits (Tuggeranaong),"Ground Level, Tuggeranong Hyperdome Corner Anketell Street & Reed Street",GREENWAY,ACT,2900,2023-11-30T00:00:00.000,2020-02-03T00:00:00.000
14004412,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,BWS - Beer Wine Spirits Kaleen,93 Georgina Crescent,KALEEN,ACT,2617,2023-11-30T00:00:00.000,2020-02-03T00:00:00.000
14005730,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,Dan Murphy's - Gungahlin,"Unit 1, 35 Crinigan Circle",GUNGAHLIN,ACT,2912,2023-11-30T00:00:00.000,2020-04-02T00:00:00.000
14001940,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,BWS - Beer Wine Spirits Kippax (Holt),Shop 16 Kippax Fair 48 Hardwick Street,HOLT,ACT,2615,2023-11-30T00:00:00.000,2020-02-03T00:00:00.000
14002820,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,BWS - Beer Wine Spirits Weston Creek,Shop 101 Cooleman Court Shopping Centre 26 Brierly Street,WESTON,ACT,2611,2023-11-30T00:00:00.000,2020-02-03T00:00:00.000
14005674,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,BWS - Beer Wine Spirits (Franklin),Corner of Nullarbor Avenue and Flemington Road,FRANKLIN,ACT,2913,2023-11-30T00:00:00.000,2020-02-03T00:00:00.000
14002302,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,BWS - Beer Wine Spirits Kambah,Kambah Village Centre 1 Marconi Crescent,KAMBAH,ACT,2902,2023-11-30T00:00:00.000,2020-02-03T00:00:00.000
14002610,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,BWS (Beer Wine Spirits) Hawker,Shop 1 26 Hawker Place,HAWKER,ACT,2614,2023-11-30T00:00:00.000,2020-02-03T00:00:00.000
14005731,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,BWS - Beer Wine Spirits - Belconnen,"6 Grazier Lane Blocks 32-51, 54-59, 75-76",BELCONNEN,ACT,2616,2023-11-30T00:00:00.000,2020-07-13T00:00:00.000
14001730,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,BWS- Beer Wine Spirits Charnwood,27 Charnwood Place,CHARNWOOD,ACT,2615,2023-11-30T00:00:00.000,2020-02-03T00:00:00.000
14004893,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,BWS - Beer Wine Spirits Gungahlin,Gungahlin Market Place 31 Hibberson Street,GUNGAHLIN,ACT,2912,2023-11-30T00:00:00.000,2020-02-03T00:00:00.000
14005587,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,BWS - Beer Wine Spirits Dickson,5 Dickson Place,DICKSON,ACT,2602,2023-11-30T00:00:00.000,2020-02-03T00:00:00.000
14002791,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,BWS - Beer Wine Spirits Mawson,Southlands Shopping Centre 15 Mawson Place,MAWSON,ACT,2607,2023-11-30T00:00:00.000,2020-02-03T00:00:00.000
14005327,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,Dan Murphy's Tuggeranong,"Shops 34, 35 & 36 Homeworld Centre 150-180 Soward Way",GREENWAY,ACT,2900,2023-11-30T00:00:00.000,2020-02-03T00:00:00.000
14005715,OFF,Liquor - Off,Partnership,1,1,D.J CORKERY & A.M GILLAM,We Happy Few Wines,"Unit 1026, Fyshwick Storage Centre 64-68 Collie Street",FYSHWICK,ACT,2609,2023-11-30T00:00:00.000,2019-04-02T00:00:00.000
14005739,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,BWS - Beer Wine Spirits (Canberra Airport),"W1, 18-26 Spitfire Avenue Majura Park",MAJURA,ACT,2609,2023-11-30T00:00:00.000,2021-01-18T00:00:00.000
14004850,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,BWS - Beer Wine Spirits Conder,Cnr Box Hill Avenue & Tharwa Drive,CONDER,ACT,2906,2023-11-30T00:00:00.000,2020-02-03T00:00:00.000
14002812,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,BWS - Beer Wine Spirits Belconnen,Westfield Belconnen 20 Benjamin Way,BELCONNEN,ACT,2617,2023-11-30T00:00:00.000,2020-02-03T00:00:00.000
14002484,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,BWS - Beer Wine Spirits Kingston,42 Giles Street,KINGSTON,ACT,2604,2023-11-30T00:00:00.000,2020-02-03T00:00:00.000
14005738,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,Dan Murphy's Dickson,44 Dickson Place,DICKSON,ACT,2602,2023-11-30T00:00:00.000,2020-11-24T00:00:00.000
14005617,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,BWS - Beer Wine Spirits Bonner,Bill Ferguson Circuit,BONNER,ACT,2914,2023-11-30T00:00:00.000,2020-02-03T00:00:00.000
14002804,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,BWS - Beer Wine Spirits Woden,Westfield Woden Corinna Street,PHILLIP,ACT,2606,2023-11-30T00:00:00.000,2020-02-03T00:00:00.000
14005588,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,BWS - Beer Wine Spirits Wanniassa,Shop 8 10-17 Sangster Place,WANNIASSA,ACT,2903,2023-11-30T00:00:00.000,2020-02-03T00:00:00.000
14003436,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,BWS - Beer Wine Spirits Erindale,50/68 Comrie Street,WANNIASSA,ACT,2903,2023-11-30T00:00:00.000,2020-02-03T00:00:00.000
14005613,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,BWS - Beer Wine Spirits - Dunlop,78-82 Lance Hill Avenue,DUNLOP,ACT,2615,2023-11-30T00:00:00.000,2020-02-03T00:00:00.000
14004949,OFF,Liquor - Off,Company,1,1,ENDEAVOUR GROUP LIMITED,Dan Murphy's Belconnen,"Shop 193, Westfield Belconnen 20 Benjamin Way",BELCONNEN,ACT,2617,2023-11-30T00:00:00.000,2020-02-03T00:00:00.000
14005762,OFF,Liquor - Off,Company,1,1,LITTLE THEO'S GROUP PTY LTD,Little Theo's Take Away Food & Pizza Bar,Shop 3/3 Carleton Street,KAMBAH,ACT,2902,2023-02-28T00:00:00.000,2022-11-10T00:00:00.000
14005655,OFF,Liquor - Off,Company,1,1,QFLY UNITED PTY LTD,UC Supermarket,"University of Canberra, Cooper Lodge, Shop 8 & 9 20 Pantowora Street",BRUCE,ACT,2617,2023-02-28T00:00:00.000,2015-01-13T00:00:00.000
14005537,OFF,Liquor - Off,Company,1,1,ZIERHOLZ PTY LTD,Zierholz Pty Ltd,Unit 7 19-25 Kembla Street,FYSHWICK,ACT,2609,2023-02-28T00:00:00.000,2006-06-29T00:00:00.000
14005695,OFF,Liquor - Off,Individual,1,1,James Bernard WRIGHT,Cloud House Wines,7 Mirrabucca Crescent,GIRALANG,ACT,2617,2023-02-28T00:00:00.000,2017-12-22T00:00:00.000
14005764,OFF,Liquor - Off,Company,1,1,CAPITAL LIQUOR & BEV PTY LTD,Capital Liquor & Bev Pty Ltd,3/37 Dacre Street,MITCHELL,ACT,2911,2023-02-28T00:00:00.000,2022-12-20T00:00:00.000
14005609,OFF,Liquor - Off,Company,1,1,COSTCO WHOLESALE AUSTRALIA PTY LTD,Costco Wholesale Australia Pty Ltd,39-41 Mustang Avenue Majura Park,MAJURA,ACT,2609,2023-11-30T00:00:00.000,
